recipe_name|item_url|rank|cooldown_timer|station|vendor|gold|ingredient_names
Storm Deckathletes Deck |http://www.wizard101central.com/wiki/Item:Storm_Deckathlete%27s_Deck_2|None|000:02:00|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|"[('1', ""Storm Deckathlete's Deck 1""), ('15', 'Myth Rune')]"
Storm Deckathletes Deck |http://www.wizard101central.com/wiki/Item:Storm_Deckathlete%27s_Deck_3|None|000:03:00|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|"[('1', ""Storm Deckathlete's Deck 1""), ('1', ""Storm Deckathlete's Deck 2""), ('20', 'Myth Rune')]"
Storm Deckathletes Deck |http://www.wizard101central.com/wiki/Item:Storm_Deckathlete%27s_Deck_4||000:04:00|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|"[('1', ""Storm Deckathlete's Deck 2""), ('1', ""Storm Deckathlete's Deck 3""), ('20', 'Myth Rune'), ('2', 'Enhanced Myth Rune')]"
Storm Deckathletes Deck |http://www.wizard101central.com/wiki/Item:Storm_Deckathlete%27s_Deck_5|None|000:05:00|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|"[('1', ""Storm Deckathlete's Deck 3""), ('1', ""Storm Deckathlete's Deck 4""), ('30', 'Myth Rune'), ('4', 'Enhanced Myth Rune')]"
Storm Deckathletes Deck |http://www.wizard101central.com/wiki/Item:Storm_Deckathlete%27s_Deck_6|None|000:06:00|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|"[('Storm', ""Deckathlete's Deck 5""), ('1', ""Storm Deckathlete's Deck 4""), ('1', ""Storm Deckathlete's Deck 5""), ('35', 'Myth Rune'), ('6', 'Enhanced Myth Rune')]"
Storm Deckathletes Deck |http://www.wizard101central.com/wiki/Item:Storm_Deckathlete%27s_Deck_7|None|000:07:00|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|"[('Storm', ""Deckathlete's Deck 6""), ('1', ""Storm Deckathlete's Deck 5""), ('1', ""Storm Deckathlete's Deck 6""), ('35', 'Myth Rune'), ('8', 'Enhanced Myth Rune'), ('2', 'Superior Myth Rune')]"
Storm Deckathletes Deck |http://www.wizard101central.com/wiki/Item:Storm_Deckathlete%27s_Deck_8|None|000:08:00|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|"[('Storm', ""Deckathlete's Deck 7""), ('1', ""Storm Deckathlete's Deck 6""), ('1', ""Storm Deckathlete's Deck 7""), ('40', 'Myth Rune'), ('10', 'Enhanced Myth Rune'), ('2', 'Superior Myth Rune')]"
Storm Deckathletes Deck |http://www.wizard101central.com/wiki/Item:Storm_Deckathlete%27s_Deck_9|None|000:09:00|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|"[('Storm', ""Deckathlete's Deck 8""), ('1', ""Storm Deckathlete's Deck 7""), ('1', ""Storm Deckathlete's Deck 8""), ('40', 'Myth Rune'), ('12', 'Enhanced Myth Rune'), ('2', 'Superior Myth Rune')]"
Sub Zero Deck|http://www.wizard101central.com/wiki/Item:Sub_Zero_Deck|Grandmaster Artisan|8:20:00|Equipment Crafting Station|Quentin Chamberlain|1,414|[('3', 'Colossus'), ('5', 'Perfect Sapphire'), ('5', 'Pristine Vial'), ('5', 'Sunstone'), ('12', 'Aether'), ('13', 'Scales'), ('19', 'Water Lily')]
Sweetsmith Square Deck|http://www.wizard101central.com/wiki/Item:Sweetsmith_Square_Deck|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Sweetsmith Box'), ('50', 'Perfect Jade'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Wings of Fate (75+375)')]
Sweetsmith Tear Deck|http://www.wizard101central.com/wiki/Item:Sweetsmith_Tear_Deck|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Sweetsmith Box'), ('50', 'Perfect Jade'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Wings of Fate (75+375)')]
Sweetsmith Triangle Deck|http://www.wizard101central.com/wiki/Item:Sweetsmith_Triangle_Deck|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Sweetsmith Box'), ('50', 'Perfect Jade'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Wings of Fate (75+375)')]
Tatyanas Deck of Salvation (Square)|http://www.wizard101central.com/wiki/Item:Tatyana%27s_Deck_of_Salvation_(Square)|Transcendent Crafter|01:50:00|Equipment Crafting Station|Harker|5,000|"[('1', ""Tatyana's Lost Tarot""), ('1', 'Mote of Eternity'), ('25', 'Perfect Jade')]"
Tatyanas Deck of Salvation (Tear)|http://www.wizard101central.com/wiki/Item:Tatyana%27s_Deck_of_Salvation_(Tear)|Transcendent Crafter|01:50:00|Equipment Crafting Station|Harker|5,000|"[('1', ""Tatyana's Lost Tarot""), ('1', 'Mote of Eternity'), ('25', 'Perfect Jade')]"
Tatyanas Deck of Salvation (Triangle)|http://www.wizard101central.com/wiki/Item:Tatyana%27s_Deck_of_Salvation_(Triangle)|Transcendent Crafter|01:50:00|Equipment Crafting Station|Harker|5,000|"[('1', ""Tatyana's Lost Tarot""), ('1', 'Mote of Eternity'), ('25', 'Perfect Jade')]"
Tatyanas Lost Tarot|http://www.wizard101central.com/wiki/Item:Tatyana%27s_Lost_Tarot|Transcendent Crafter|01:50:00|Equipment Crafting Station|Harker|5,000|[('1', 'Mote of Wisdom'), ('1', 'Mote of Beauty'), ('1', 'Mote of Eternity'), ('1', 'Mote of Severity'), ('2', 'GarGoyle'), ('25', 'Perfect Jade')]
Terror of Carpathes Cards (Square)|http://www.wizard101central.com/wiki/Item:Terror_of_Carpathes_Cards_(Square)|Transcendent Crafter|01:50:00|Equipment Crafting Station|Harker|5,000|[('1', 'Village of Carpathes Case'), ('1', 'Mote of Eternity'), ('25', 'Perfect Sapphire')]
Terror of Carpathes Cards (Tear)|http://www.wizard101central.com/wiki/Item:Terror_of_Carpathes_Cards_(Tear)|Transcendent Crafter|01:50:00|Equipment Crafting Station|Harker|5,000|[('1', 'Village of Carpathes Case'), ('1', 'Mote of Eternity'), ('25', 'Perfect Sapphire')]
Terror of Carpathes Cards (Triangle)|http://www.wizard101central.com/wiki/Item:Terror_of_Carpathes_Cards_(Triangle)|Transcendent Crafter|01:50:00|Equipment Crafting Station|Harker|5,000|[('1', 'Village of Carpathes Case'), ('1', 'Mote of Eternity'), ('25', 'Perfect Sapphire')]
The ArcaneArchitects Set|http://www.wizard101central.com/wiki/Item:The_ArcaneArchitect%27s_Set|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|1,500|[('2', 'Amber'), ('1', 'Stardust'), ('25', 'Ancient Scroll'), ('10', 'Scrap Iron'), ('3', 'Storm Owl'), ('5', 'Astral Shard'), ('25', 'Perfect Amethyst'), ('5', 'Aether')]
The BlazingWinds Arcana|http://www.wizard101central.com/wiki/Item:The_BlazingWind%27s_Arcana|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|1,500|[('2', 'Amber'), ('1', 'Stardust'), ('25', 'Ancient Scroll'), ('10', 'Sunstone'), ('3', 'Sun Serpent'), ('5', 'Astral Shard'), ('25', 'Perfect Ruby'), ('5', 'Aether')]
The OneWhoKnows Tarot|http://www.wizard101central.com/wiki/Item:The_OneWhoKnows%27_Tarot|Promethean Crafter|036:40:00|Equipment Crafting Station|Wozina the EdgeCutter|1,500|[('2', 'Amber'), ('1', 'Stardust'), ('25', 'Ancient Scroll'), ('10', 'Nightshade'), ('3', 'Avenging Fossil'), ('5', 'Astral Shard'), ('25', 'Perfect Onyx'), ('5', 'Aether')]
Undead Deck|http://www.wizard101central.com/wiki/Item:Undead_Deck|Grandmaster Artisan|8:20:00|Equipment Crafting Station|Quentin Chamberlain|1,414|[('6', 'Skeletal Pirate'), ('5', 'Perfect Onyx'), ('5', 'Pristine Vial'), ('5', 'Sunstone'), ('6', 'Golden Pearl'), ('13', 'Scales'), ('19', 'Water Lily')]
Village of Carpathes Case|http://www.wizard101central.com/wiki/Item:Village_of_Carpathes_Case|Transcendent Crafter|01:50:00|Equipment Crafting Station|Harker|5,000|[('1', 'Mote of Wisdom'), ('1', 'Mote of Beauty'), ('1', 'Mote of Eternity'), ('1', 'Mote of Severity'), ('2', 'ExecuShiner'), ('25', 'Perfect Sapphire')]
Virtuous Deck|http://www.wizard101central.com/wiki/Item:Virtuous_Deck|Grandmaster Artisan|8:20:00|Equipment Crafting Station|Quentin Chamberlain|1,414|[('3', 'Centaur'), ('5', 'Perfect Jade'), ('5', 'Pristine Vial'), ('5', 'Sunstone'), ('11', 'Aquamarine'), ('13', 'Scales'), ('19', 'Water Lily')]
Winter Lords Stacked Deck|http://www.wizard101central.com/wiki/Item:Winter_Lord%27s_Stacked_Deck|Transcendent Crafter|36:40:00|Equipment Crafting Station|Guaman Skyfall|1,500|[('6', 'Balefrost'), ('2', 'Mend'), ('2', 'Amber'), ('3', 'Braided Vine'), ('25', 'Ancient Scroll'), ('10', 'Diamond'), ('6', 'Agave Nectar'), ('2', 'Turquoise')]
Wonderneer Square Deck|http://www.wizard101central.com/wiki/Item:Wonderneer_Square_Deck|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Wonderneer Box'), ('50', 'Perfect Sapphire'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Snowball Barrage (95)')]
Wonderneer Tear Deck|http://www.wizard101central.com/wiki/Item:Wonderneer_Tear_Deck|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Wonderneer Box'), ('50', 'Perfect Sapphire'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Snowball Barrage (95)')]
Wonderneer Triangle Deck|http://www.wizard101central.com/wiki/Item:Wonderneer_Triangle_Deck|Revered Crafter|000:00:30|Equipment Crafting Station|Johann|60,000|[('1', 'Wunderbar Wonderneer Box'), ('50', 'Perfect Sapphire'), ('8', 'Karamelle Chunk'), ('30', 'Pretzel Sticks'), ('3', 'Snowball Barrage (95)')]
Clear Hatching Slot Elixir|http://www.wizard101central.com/wiki/Item:Purreau%27s_Potion|Initiate Crafter|000:16:40|Basic Crafting Station|Doctor Purreau|1,200|[('100', 'Hatch Pepper'), ('1', 'Glass Vial'), ('25', 'Black Coal'), ('25', 'Peridot')]
Essence of Balance I|http://www.wizard101central.com/wiki/Item:Essence_of_Balance_I|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Balance Tower)|Balance|[('5', 'Balance Rune'), ('1', 'Enhanced Balance Rune')]
Essence of Balance I (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Balance_I|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('5', ""Hunter's Moonstone""), ('1', 'Balance Moonstone')]"
Essence of Balance II|http://www.wizard101central.com/wiki/Item:Essence_of_Balance_II|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Balance Tower)|Balance|[('15', 'Balance Rune'), ('3', 'Enhanced Balance Rune'), ('1', 'Superior Balance Rune')]
Essence of Balance II (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Balance_II|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('10', ""Hunter's Moonstone""), ('4', 'Balance Moonstone'), ('1', 'Harmonious Moonstone')]"
Essence of Balance III (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Balance_III|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('20', ""Hunter's Moonstone""), ('8', 'Balance Moonstone'), ('2', 'Harmonious Moonstone')]"
Essence of Death I|http://www.wizard101central.com/wiki/Item:Essence_of_Death_I|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Life Tower)|Life|[('5', 'Death Rune'), ('1', 'Enhanced Death Rune')]
Essence of Death I (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Death_I|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('5', ""Hunter's Moonstone""), ('1', 'Spirit Moonstone')]"
Essence of Death II|http://www.wizard101central.com/wiki/Item:Essence_of_Death_II|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Life Tower)|Life|[('15', 'Death Rune'), ('3', 'Enhanced Death Rune'), ('1', 'Superior Death Rune')]
Essence of Death II (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Death_II|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('10', ""Hunter's Moonstone""), ('4', 'Spirit Moonstone'), ('1', 'Death Moonstone')]"
Essence of Death III|http://www.wizard101central.com/wiki/Item:Essence_of_Death_III|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Life Tower)|Life|[('30', 'Death Rune'), ('10', 'Enhanced Death Rune'), ('2', 'Superior Death Rune')]
Essence of Death III (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Death_III|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('20', ""Hunter's Moonstone""), ('8', 'Spirit Moonstone'), ('2', 'Death Moonstone')]"
Essence of Fire I|http://www.wizard101central.com/wiki/Item:Essence_of_Fire_I|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Ice Tower)|Ice|[('5', 'Fire Rune'), ('1', 'Enhanced Fire Rune')]
Essence of Fire II|http://www.wizard101central.com/wiki/Item:Essence_of_Fire_II|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Ice Tower)|Ice|[('15', 'Fire Rune'), ('3', 'Enhanced Fire Rune'), ('1', 'Superior Fire Rune')]
Essence of Fire III|http://www.wizard101central.com/wiki/Item:Essence_of_Fire_III|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Ice Tower)|Ice|[('30', 'Fire Rune'), ('10', 'Enhanced Fire Rune'), ('2', 'Superior Fire Rune')]
Essence of Ice I|http://www.wizard101central.com/wiki/Item:Essence_of_Ice_I|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Fire Tower)|Fire|[('5', 'Ice Rune'), ('1', 'Enhanced Ice Rune')]
Essence of Ice I (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Ice_I|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('5', ""Hunter's Moonstone""), ('1', 'Elemental Moonstone')]"
Essence of Ice II|http://www.wizard101central.com/wiki/Item:Essence_of_Ice_II|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Fire Tower)|Fire|[('15', 'Ice Rune'), ('3', 'Enhanced Ice Rune'), ('1', 'Superior Ice Rune')]
Essence of Ice II (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Ice_II|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('10', ""Hunter's Moonstone""), ('4', 'Elemental Moonstone'), ('1', 'Ice Moonstone')]"
Essence of Ice III|http://www.wizard101central.com/wiki/Item:Essence_of_Ice_III|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Fire Tower)|Fire|[('30', 'Ice Rune'), ('10', 'Enhanced Ice Rune'), ('2', 'Superior Ice Rune')]
Essence of Ice III (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Ice_III|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('20', ""Hunter's Moonstone""), ('8', 'Elemental Moonstone'), ('2', 'Ice Moonstone')]"
Essence of Life I|http://www.wizard101central.com/wiki/Item:Essence_of_Life_I|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Death Tower)|Death|[('5', 'Life Rune'), ('1', 'Enhanced Life Rune')]
Essence of Life I (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Life_I|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('5', ""Hunter's Moonstone""), ('1', 'Spirit Moonstone')]"
Essence of Life II|http://www.wizard101central.com/wiki/Item:Essence_of_Life_II|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Death Tower)|Death|[('15', 'Life Rune'), ('3', 'Enhanced Life Rune'), ('1', 'Superior Life Rune')]
Essence of Life II (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Life_II|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('10', ""Hunter's Moonstone""), ('4', 'Spirit Moonstone'), ('1', 'Life Moonstone')]"
Essence of Life III|http://www.wizard101central.com/wiki/Item:Essence_of_Life_III|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Death Tower)|Death|[('30', 'Life Rune'), ('10', 'Enhanced Life Rune'), ('2', 'Superior Life Rune')]
Essence of Life III (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Life_III|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('20', ""Hunter's Moonstone""), ('8', 'Spirit Moonstone'), ('2', 'Life Moonstone')]"
Essence of Myth I|http://www.wizard101central.com/wiki/Item:Essence_of_Myth_I|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|[('5', 'Myth Rune'), ('1', 'Enhanced Myth Rune')]
Essence of Myth I (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Myth_I|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('5', ""Hunter's Moonstone""), ('1', 'Spirit Moonstone')]"
Essence of Myth II|http://www.wizard101central.com/wiki/Item:Essence_of_Myth_II|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|[('15', 'Myth Rune'), ('3', 'Enhanced Myth Rune'), ('1', 'Superior Myth Rune')]
Essence of Myth II (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Myth_II|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('10', ""Hunter's Moonstone""), ('4', 'Spirit Moonstone'), ('1', 'Myth Moonstone')]"
Essence of Myth III|http://www.wizard101central.com/wiki/Item:Essence_of_Myth_III|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Storm Tower)|Storm|[('30', 'Myth Rune'), ('10', 'Enhanced Myth Rune'), ('2', 'Superior Myth Rune')]
Essence of Myth III (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Myth_III|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('20', ""Hunter's Moonstone""), ('8', 'Spirit Moonstone'), ('2', 'Myth Moonstone')]"
Essence of Storm I|http://www.wizard101central.com/wiki/Item:Essence_of_Storm_I|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Myth Tower)|Myth|[('5', 'Storm Rune'), ('1', 'Enhanced Storm Rune')]
Essence of Storm I (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Storm_I|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('5', ""Hunter's Moonstone""), ('1', 'Elemental Moonstone')]"
Essence of Storm II|http://www.wizard101central.com/wiki/Item:Essence_of_Storm_II|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Myth Tower)|Myth|[('15', 'Storm Rune'), ('3', 'Enhanced Storm Rune'), ('1', 'Superior Storm Rune')]
Essence of Storm II (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Storm_II|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('10', ""Hunter's Moonstone""), ('4', 'Elemental Moonstone'), ('1', 'Storm Moonstone')]"
Essence of Storm III|http://www.wizard101central.com/wiki/Item:Essence_of_Storm_III|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Myth Tower)|Myth|[('30', 'Storm Rune'), ('10', 'Enhanced Storm Rune'), ('2', 'Superior Storm Rune')]
Essence of Storm III (Beastmoon)|http://www.wizard101central.com/wiki/Item:Essence_of_Storm_III|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('20', ""Hunter's Moonstone""), ('8', 'Elemental Moonstone'), ('2', 'Storm Moonstone')]"
Hatch All Eggs In Inventory|http://www.wizard101central.com/wiki/Item:Hatching_Elixir|Initiate Crafter|000:16:40|Basic Crafting Station|Doctor Purreau|6,000|[('25', 'Hatch Pepper'), ('1', 'Glass Vial'), ('25', 'Opal'), ('25', 'Onyx')]
Next Hatch Free Elixir|http://www.wizard101central.com/wiki/Item:Next_Hatch_Free_Elixir|Initiate Crafter|000:16:40|Basic Crafting Station|Doctor Purreau|6,000|[('200', 'Hatch Pepper'), ('1', 'Glass Vial'), ('25', 'Ruby'), ('25', 'Citrine')]
Adepts Devious Mantle|http://www.wizard101central.com/wiki/Item:Adept%27s_Devious_Mantle|Adept Crafter|036:40:00|Equipment Crafting Station|Khalkos Coppersmith|4,000|"[('1', ""Senator's Devious Mantle""), ('5', 'Wraith'), ('20', 'Crystal Vial'), ('5', 'Black Pearl'), ('20', 'Water Lily'), ('30', 'Blood Moss'), ('15', 'Ore'), ('20', 'Frost Flower')]"
Adepts Judicial Laurel|http://www.wizard101central.com/wiki/Item:Adept%27s_Judicial_Laurel|Adept Crafter|036:40:00|Equipment Crafting Station|Khalkos Coppersmith|4,000|"[('1', ""Senator's Judicial Laurel""), ('2', 'Donate Power'), ('20', 'Crystal Vial'), ('5', 'Black Pearl'), ('25', 'Blood Moss'), ('15', 'Ore'), ('20', 'Water Lily'), ('20', 'Spider Silk')]"
Adepts Laurel of Truth|http://www.wizard101central.com/wiki/Item:Adept%27s_Laurel_of_Truth|Adept Crafter|036:40:00|Equipment Crafting Station|Khalkos Coppersmith|4,000|"[('1', ""Senator's Laurel of Truth""), ('5', 'Centaur'), ('20', 'Crystal Vial'), ('5', 'Black Pearl'), ('15', 'Ore'), ('30', 'Water Lily'), ('25', 'Blood Moss'), ('20', 'Frost Flower')]"
